SampleID,sequencing_well,batch,project,field,sample_name,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_ca,available_na,extractable_cu,extractable_zn,extractable_fe,extractable_so4,extractable_mo,extractable_mn,extractable_cu,extractable_co
4_demultiplex.bc1015--bc1098.hifi_reads,E6,1,sample,6LP.01,6LP.01.02,52.284838,-2.328044,26,6,2024,01/01/2024,26/06/2024,177,wheat,,salad_onions,,winter_wheat,,pak_choi,,french_Beans,,,,Common wheat/bread wheat,Yes,Bleaching/discolouration,,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,,,Yes,,,,,When required,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1100.hifi_reads,E7,1,sample,2AY.02,2AY.02.10,53.17083,-0.3737,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1015--bc1101.hifi_reads,E8,1,gt_control,S2,S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1076.hifi_reads,F1,1,sample,9JG.01,9JG.01.14,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1082.hifi_reads,F2,1,sample,8HQ.01,8HQ.01.01,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1083.hifi_reads,F3,1,sample,8HQ.01,8HQ.01.09,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1089.hifi_reads,F4,1,sample,8HQ.01,8HQ.01.17,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1096.hifi_reads,F5,1,farmer_kit,FK247,FK247,52.865968,-2.79264,27,6,2024,01/01/2024,27/08/2024,239,winter_wheat,sp_barley,winter_wheat,,spring_beans,,winter_wheat,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,Yes,No,No,Yes,No,,,Yes,,,,Yes,,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1098.hifi_reads,F6,1,sample,6LP.01,6LP.01.03,52.284838,-2.328044,26,6,2024,01/01/2024,26/06/2024,177,wheat,,salad_onions,,winter_wheat,,pak_choi,,french_Beans,,,,Common wheat/bread wheat,Yes,Bleaching/discolouration,,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,,,Yes,,,,,When required,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1100.hifi_reads,F7,1,sample,4EH.02,4EH.02.16,51.883353,-0.82113,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_oats,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,,,,,,,,,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1020--bc1101.hifi_reads,F8,1,gt_control,S3,S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1076.hifi_reads,G1,1,sample,9JG.01,9JG.01.15,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1082.hifi_reads,G2,1,sample,8HQ.01,8HQ.01.02,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1083.hifi_reads,G3,1,sample,8HQ.01,8HQ.01.10,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1089.hifi_reads,G4,1,sample,8HQ.01,8HQ.01.18,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1096.hifi_reads,G5,1,sample,2AY.01,2AY.01.08,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1098.hifi_reads,G6,1,sample,6LP.01,6LP.01.04,52.284838,-2.328044,26,6,2024,01/01/2024,26/06/2024,177,wheat,,salad_onions,,winter_wheat,,pak_choi,,french_Beans,,,,Common wheat/bread wheat,Yes,Bleaching/discolouration,,Yes,Yes,No,Yes,No,Sulphur,No,No,Yes,,,Yes,,,,,When required,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1100.hifi_reads,G7,1,sample,4EH.02,4EH.02.17,51.883353,-0.82113,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_oats,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,,,,,,,,,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1022--bc1101.hifi_reads,G8,1,internal_control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1076.hifi_reads,H1,1,sample,9JG.01,9JG.01.16,50.839038,-2.088601,15,7,2024,01/01/2024,15/07/2024,196,OSR,,spring_barley,,spring_barley,,winter_barley,,winter_wheat,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1082.hifi_reads,H2,1,sample,8HQ.01,8HQ.01.03,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1083.hifi_reads,H3,1,sample,8HQ.01,8HQ.01.11,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1089.hifi_reads,H4,1,sample,8HQ.01,8HQ.01.19,53.10016,0.04772,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize,,spring_wheat,,,,Extase; astronomer,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1096.hifi_reads,H5,1,sample,2AY.01,2AY.01.09,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1098.hifi_reads,H6,1,sample,4EH.01,4EH.01.11,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1100.hifi_reads,H7,1,sample,4EH.02,4EH.02.18,51.883353,-0.82113,24,6,2024,01/01/2024,24/06/2024,175,winter_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_oats,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,,,,,,,,,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
4_demultiplex.bc1024--bc1101.hifi_reads,H8,1,internal_control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1035.hifi_reads,A2,2,sample,8JF.03,8JF.03.08,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1044.hifi_reads,A3,2,sample,8JF.03,8JF.03.16,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1045.hifi_reads,A4,2,sample,6DA.02,6DA.02.03,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1054.hifi_reads,A5,2,sample,6DA.02,6DA.02.11,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1056.hifi_reads,A6,2,sample,6DA.02,6DA.02.19,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1057.hifi_reads,A7,2,sample,F17.01,F17.01.06,53.1985403,-0.3623798,23,1,2025,01/01/2024,23/01/2025,388,group_2,,potatoes,,feed_wheat,,OSR,,group_2,,maize,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1059.hifi_reads,A8,2,sample,F17.01,F17.01.14,53.1985403,-0.3623798,23,1,2025,01/01/2024,23/01/2025,388,group_2,,potatoes,,feed_wheat,,OSR,,group_2,,maize,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1060.hifi_reads,A9,2,sample,6FX.02,6FX.02.01,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1062.hifi_reads,A10,2,sample,6FX.02,6FX.02.09,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1065.hifi_reads,A11,2,sample,6FX.02,6FX.02.17,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1005--bc1075.hifi_reads,A12,2,sample,6DA.03,6DA.03.04,51.130528,-1.46625,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,spring_oats,,winter_wheat,,OSR,,spring_barley,,winter_wheat,,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1033.hifi_reads,B1,2,sample,8JF.03,8JF.03.01,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1035.hifi_reads,B2,2,sample,8JF.03,8JF.03.09,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1044.hifi_reads,B3,2,sample,8JF.03,8JF.03.17,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1045.hifi_reads,B4,2,sample,6DA.02,6DA.02.04,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1054.hifi_reads,B5,2,sample,6DA.02,6DA.02.12,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1056.hifi_reads,B6,2,sample,6DA.02,6DA.02.20,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1057.hifi_reads,B7,2,sample,F17.01,F17.01.07,53.1985403,-0.3623798,23,1,2025,01/01/2024,23/01/2025,388,group_2,,potatoes,,feed_wheat,,OSR,,group_2,,maize,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1059.hifi_reads,B8,2,sample,F17.01,F17.01.15,53.1985403,-0.3623798,23,1,2025,01/01/2024,23/01/2025,388,group_2,,potatoes,,feed_wheat,,OSR,,group_2,,maize,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1060.hifi_reads,B9,2,sample,6FX.02,6FX.02.02,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1062.hifi_reads,B10,2,sample,6FX.02,6FX.02.10,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1065.hifi_reads,B11,2,sample,6FX.02,6FX.02.18,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1007--bc1075.hifi_reads,B12,2,sample,6DA.03,6DA.03.05,51.130528,-1.46625,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,spring_oats,,winter_wheat,,OSR,,spring_barley,,winter_wheat,,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1033.hifi_reads,C1,2,sample,8JF.03,8JF.03.02,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1035.hifi_reads,C2,2,sample,8JF.03,8JF.03.10,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1044.hifi_reads,C3,2,sample,8JF.03,8JF.03.18,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1045.hifi_reads,C4,2,sample,6DA.02,6DA.02.05,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1054.hifi_reads,C5,2,sample,6DA.02,6DA.02.13,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1056.hifi_reads,C6,2,farmer_kit,FK.6DA.2.90,FK.6DA.2.90,51.12525,-1.444222,12,2,2025,01/01/2024,12/02/2025,408,winter_wheat,,herbal_ ley,,herbal_ley,,herbal_ley,,lucerne,,lucerne,,cv Soissons,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Direct drilled,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1057.hifi_reads,C7,2,sample,F17.01,F17.01.08,53.1985403,-0.3623798,23,1,2025,01/01/2024,23/01/2025,388,group_2,,potatoes,,feed_wheat,,OSR,,group_2,,maize,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1059.hifi_reads,C8,2,sample,F17.01,F17.01.16,53.1985403,-0.3623798,23,1,2025,01/01/2024,23/01/2025,388,group_2,,potatoes,,feed_wheat,,OSR,,group_2,,maize,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1060.hifi_reads,C9,2,sample,6FX.02,6FX.02.03,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1062.hifi_reads,C10,2,sample,6FX.02,6FX.02.11,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1065.hifi_reads,C11,2,sample,6FX.02,6FX.02.19,52.041361,-0.915361,3,3,2025,01/01/2024,03/03/2025,427,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
5_demultiplex.bc1008--bc1075.hifi_reads,C12,2,sample,6DA.03,6DA.03.06,51.130528,-1.46625,13,2,2025,01/01/2024,13/02/2025,409,winter_wheat,,spring_oats,,winter_wheat,,OSR,,spring_barley,,winter_wheat,,cv Crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1012--bc1033.hifi_reads,D1,2,sample,8JF.03,8JF.03.03,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
5_demultiplex.bc1012--bc1035.hifi_reads,D2,2,sample,8JF.03,8JF.03.11,53.8375,-0.513111,4,2,2025,01/01/2024,04/02/2025,400,wheat,,wheat,,Peas,,wheat,,wheat,,OSR,,,Yes,Black lesions,Five years or more,Yes,Yes,Yes,Yes,Mg,Sulphur,No,No,No,,N 3x spring,Yes,,,,,Every 4 yrs,No,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
